SMILES,CHEMBL_ID,IC50(nM)
CC(C)(O)C(=O)NC1CC(C)(C)Oc2nc(c3ccc(Cl)cc3Cl)c(cc12)c4ccc(Cl)cc4,1094847,380
CCc1nn(CCOCC(F)(F)F)c2c(Nc3ccncn3)nc(nc12)N4CCN[C@H](C)C4,1095121,1400
Cc1n[nH]cc1C(=O)N[C@@H]2CC(C)(C)Oc3nc(c4ccc(Cl)cc4Cl)c(cc23)c5ccc(Cl)cc5,1095150,1100
Cc1n[nH]c(C)c1C(=O)N[C@@H]2CC(C)(C)Oc3nc(c4ccc(Cl)cc4Cl)c(cc23)c5ccc(Cl)cc5,1095151,1600
Cc1c[nH]nc1C(=O)N[C@@H]2CC(C)(C)Oc3nc(c4ccc(Cl)cc4Cl)c(cc23)c5ccc(Cl)cc5,1095158,5300
CC1(C)CC(NC(=O)C(F)(F)CO)c2cc(c3ccc(Cl)cc3)c(nc2O1)c4ccc(Cl)cc4Cl,1095159,80
CCOCCn1c(nc2ccccc12)[C@@H]3CCCN(C3)C4CCOCC4,1095202,2100
Cc1[nH]nc(C(=O)N[C@@H]2CC(C)(C)Oc3nc(c4ccc(Cl)cc4Cl)c(cc23)c5ccc(Cl)cc5)c1C,1095476,8700
CC1(C)CC(NC(=O)C2(O)CC2)c3cc(c4ccc(Cl)cc4)c(nc3O1)c5ccc(Cl)cc5Cl,1095499,300
CC1(C)C[C@@H](NC(=O)c2n[nH]c3ccccc23)c4cc(c5ccc(Cl)cc5)c(nc4O1)c6ccc(Cl)cc6Cl,1095553,4600
CC1(C)C[C@@H](NC(=O)c2ccc3[nH]ncc3c2)c4cc(c5ccc(Cl)cc5)c(nc4O1)c6ccc(Cl)cc6Cl,1095554,630
CCc1cc(n[nH]1)C(=O)N[C@@H]2CC(C)(C)Oc3nc(c4ccc(Cl)cc4Cl)c(cc23)c5ccc(Cl)cc5,1095789,1200
CN1CCC[C@H](C1)c2nc3ccccc3n2Cc4ccc(F)cc4,1095819,720
Fc1cccc(O[C@@H]2CN[C@H](C2)C(=O)N3CCCN(CC3)C4CCC4)c1,1095845,3000
Fc1ccc(O[C@@H]2CN[C@H](C2)C(=O)N3CCCN(CC3)C4CCC4)cc1,1095846,7800
Clc1ccc(O[C@@H]2CN[C@H](C2)C(=O)N3CCCN(CC3)C4CCC4)cc1,1095847,2000
Clc1cccc(O[C@@H]2CN[C@H](C2)C(=O)N3CCCN(CC3)C4CCC4)c1,1095877,7200
CC(=O)N[C@@H]1CC(C)(C)Oc2nc(c(cc12)c3ccc(Cl)cc3)c4ccc(Cl)cc4Cl,1095990,540
Cc1cc(n[nH]1)C(=O)N[C@@H]2CC(C)(C)Oc3nc(c4ccc(Cl)cc4Cl)c(cc23)c5ccc(Cl)cc5,1096182,1000
OC(c1ccc(F)c(c1)C#N)(c2ccc3c(cnn3c4ccc(F)cc4)c2)C(F)(F)F,1096467,>10000
CC(=O)N1C[C@H](C[C@@H]1C(=O)N2CCCN(CC2)C3CCC3)Oc4cccc(F)c4,1096827,6000
CC(O)(C(=O)NC1CC(C)(C)Oc2nc(c3ccc(Cl)cc3Cl)c(cc12)c4ccc(Cl)cc4)C(F)(F)F,1097455,600
CC1(C)CC(NC(=O)CC(O)C(F)(F)F)c2cc(c3ccc(Cl)cc3)c(nc2O1)c4ccc(Cl)cc4Cl,1097456,1460
FC(F)(F)c1ccc(NC(=O)CN2CCCN(Cc3nc4ccccc4[nH]3)CC2)cc1,1097701,4970
Cc1cccc(Nc2nc(nc3c(C)nn(CCOCC(F)(F)F)c23)N4CCNCC4)n1,1097718,560
CCOCCn1nc(C)c2nc(NC3CCNCC3)nc(Nc4cc(C)ccn4)c12,1097783,2800
CC1(C)C[C@@H](NC(=O)c2cccc3[nH]ncc23)c4cc(c5ccc(Cl)cc5)c(nc4O1)c6ccc(Cl)cc6Cl,1097795,>30000
CC1(C)C[C@@H](NC(=O)c2n[nH]c3CCCc23)c4cc(c5ccc(Cl)cc5)c(nc4O1)c6ccc(Cl)cc6Cl,1097840,>30000
CC1(C)C[C@@H](NC(=O)c2cn[nH]c2)c3cc(c4ccc(Cl)cc4)c(nc3O1)c5ccc(Cl)cc5Cl,1097841,380
O=C([C@H]1C[C@@H](CN1)Oc2ccc(cc2)C#N)N3CCCN(CC3)C4CCC4,1097881,>10000
Fc1ccc(O[C@@H]2CN[C@H](C2)C(=O)N3CCCN(CC3)C4CCCC4)cc1,1097882,4600
O=C([C@H]1C[C@@H](CN1)Oc2ccc(cc2)C#N)N3CCCN(CC3)C4CCCC4,1097883,2900
C[C@@H]1CN(CCN1)c2nc(Nc3ccncn3)c4c(n2)c(C)nn4CCOCC(F)(F)F,1098752,900
CC(=O)N[C@H]1CC(C)(C)Oc2nc(c(cc12)c3ccc(Cl)cc3)c4ccc(Cl)cc4Cl,1098847,2660
FC(F)(F)c1ccccc1NCC(=O)N2CCCN(Cc3nc4ccccc4[nH]3)CC2,1098851,1320
Cc1nc(n[nH]1)C(=O)N[C@@H]2CC(C)(C)Oc3nc(c4ccc(Cl)cc4Cl)c(cc23)c5ccc(Cl)cc5,1098876,2000
CCc1nn(CCOCC(F)(F)F)c2c(Nc3ccncn3)nc(nc12)N4CCNCC4,1099069,5100
OC(=O)CCCOc1cccc(CCCCCCOc2cc(cc(c2)c3ccccc3)c4ccccc4)c1CCC(=O)O,1099323,>3000
OC(=O)CCCOc1cccc(CCCCCCOc2cc(cc(n2)c3ccccc3)c4ccccc4)c1CCC(=O)O,1099330,>3000
CCC(=O)O[C@@]1([C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]12C)C(=O)CCl,1159650,Not active
Cc1cc(Cl)ccc1c2nc3OC(C)(C)CC(N=C(O)C(O)C(F)(F)F)c3cc2c4ccc(Cl)cc4,1169572,260
OCCNC(=O)c1ccccc1Oc2ncc(Cl)cc2NS(=O)(=O)c3ccc(Cl)c(Cl)c3,1169660,>63095.73
CC(Oc1ccc(cc1C(=O)N2CCN(CC2)c3ncc(cc3Cl)C(F)(F)F)S(=O)(=O)C)C(F)(F)F,1169701,10000
CC(Oc1ccc(cc1C(=O)N2CCN(CC2)c3ccc(cn3)C(F)(F)F)S(=O)(=O)C)C(F)(F)F,1170071,20000
CCN(C(=O)C)c1ccc(OC)c2nc(NC(=O)c3ccnn3C)sc12,1170367,>100000
Cl.Nc1ncc(cc1c2oc3ccccc3n2)c4cnn(c4)C5CCNCC5,1170608,750
Cc1ncccc1Oc2ncc(Cl)cc2NS(=O)(=O)c3ccc(Cl)c(Cl)c3,1170725,>31622.78
Fc1cccc(Oc2ccc(cn2)C(=O)N3CCCN(CC3)C4CCC4)c1,1170790,3500
Fc1ccc(Oc2ccc(nc2)C(=O)N3CCCN(CC3)C4CCC4)cc1,1170953,900
Clc1cccc(Oc2ccc(cn2)C(=O)N3CCCN(CC3)C4CCC4)c1,1171002,1600
OC(=O)c1ccccc1Oc2ncc(Cl)cc2NS(=O)(=O)c3ccc(Cl)c(Cl)c3,1171008,>31622.78
CC(Oc1ccc(cc1C(=O)N2CCN(CC2)c3cnc(cn3)C(F)(F)F)S(=O)(=O)C)C(F)(F)F,1171470,>40000
CC(Oc1ccc(cc1C(=O)N2CCN(CC2)c3ncc(cn3)C(F)(F)F)S(=O)(=O)C)C(F)(F)F,1171471,>40000
CC(Oc1ccc(cc1C(=O)N2CCN(CC2)c3cnc(nc3)C(F)(F)F)S(=O)(=O)C)C(F)(F)F,1171472,>40000
CC(Oc1ccc(cc1C(=O)N2CCN(CC2)c3ccc(cc3)C#N)S(=O)(=O)C)C(F)(F)F,1171498,1200
CC(Oc1ccc(cc1C(=O)N2CCN(CC2)c3ccc(cc3)C(F)(F)F)S(=O)(=O)C)C(F)(F)F,1171499,10000
CC(Oc1ccc(cc1C(=O)N2CCN(CC2)c3ncc(cc3F)C(F)(F)F)S(=O)(=O)C)C(F)(F)F,1171649,20000
Fc1ccc(Oc2ccc(cn2)C(=O)N3CCCN(CC3)C4CCC4)cc1,1171754,>10000
O=C(N1CCCN(CC1)C2CCC2)c3ccc(Oc4cccc(c4)C#N)nc3,1171756,5400
OC(=O)c1ccccc1Oc2ccc(Cl)cc2NS(=O)(=O)c3ccc(Cl)c(Cl)c3,1171786,7943.28
Clc1ccc(Oc2ccc(cn2)C(=O)N3CCCN(CC3)C4CCC4)cc1,1171886,1400
CC(Oc1ccc(cc1C(=O)N2CCN(CC2)c3ccc(cc3F)C(F)(F)F)S(=O)(=O)C)C(F)(F)F,1172199,6900
CS(=O)(=O)c1ccc(OCC(F)(F)F)c(c1)C(=O)N2CCN(CC2)c3ccc(cc3F)C#N,1172998,2000
CC(Oc1ccc(cc1C(=O)N2CCN(CC2)c3ccc(cc3F)C#N)S(=O)(=O)C)C(F)(F)F,1172999,3000
CC(C)COc1ccc(cc1C(=O)N2CCN(CC2)c3ccc(cc3F)C#N)S(=O)(=O)C,1173634,700
CC(C)Oc1ccc(cc1C(=O)N2CCN(CC2)c3ccc(cc3F)C#N)S(=O)(=O)C,1173635,3300
O=C1N(C[C@H]2CCCc3cccc1c23)[C@@H]4CN5CCC4CC5,1189679,1995.26
Cl.CCCCN1CCCCC1C(=O)Nc2c(C)cccc2C,1200396,22000
CN(C)CCOC(c1ccccc1)c2ccccc2.CN3C(=O)N(C)c4nc(Cl)[nH]c4C3=O,1200406,Not active
C[C@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(OC(=O)C)C(=O)COC(=O)C,1200545,Not active
C[C@]1(O)CC[C@H]2[C@@H]3CC[C@H]4CC(=O)\C(=C/O)\C[C@]4(C)[C@H]3CC[C@]12C,1200585,Not active
C[C@H]1C[C@H]2[C@@H]3CC[C@](O)(C(=O)C)[C@@]3(C)C[C@H](O)[C@]2(F)[C@@]4(C)C=CC(=O)C=C14,1200600,Not active
CCN(Cc1ccncc1)C(=O)C(CO)c2ccccc2,1200604,Not active
CC[C@]1(O)CC[C@H]2[C@@H]3CCC4=CCCC[C@@H]4[C@H]3CC[C@]12C,1200623,Not active
CC(=O)O[C@H]1CC[C@@H]2[C@H]3CC[C@@]4(C)[C@@H](CC[C@@]4(OC(=O)C)C#C)[C@@H]3CCC2=C1,1200624,Not active
CCN(C(=O)\C=C\C)c1ccccc1C,1200709,Not active
O.C[C@@](Cc1ccc(O)c(O)c1)(NN)C(=O)O,1200748,Not active
Cl.CCCCN1CCCC[C@H]1C(=O)Nc2c(C)cccc2C,1200749,13000
CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)CC[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@@]2(O1)C(=O)CCl,1200845,Not active
CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]12C,1201010,Not active
CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)CC[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@@]2(O1)C(=O)CO,1201012,Not active
[Br-].C[N+]1(C)[C@H]2C[C@@H](C[C@H]1[C@H]3O[C@@H]23)OC(=O)[C@H](CO)c4ccccc4,1201024,Not active
COc1ccccc1OCC(O)COC(=O)N,1201117,Not active
CC(=O)O[C@@]1(CC[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C)C(=O)C,1201139,Not active
CC(=O)O[C@]1(CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@]12C)C#C,1201146,Not active
COc1ccc2[C@H]3CC[C@@]4(C)[C@@H](CC[C@@]4(O)C#C)[C@@H]3CCc2c1,1201151,Not active
CCCCN1CCCC[C@H]1C(=O)Nc2c(C)cccc2C,1201193,20892.96
CO[C@]1(NC(=O)CSCC#N)[C@H]2SCC(=C(N2C1=O)C(=O)O)CSc3nnnn3C,1201195,Not active
CN1[C@@H]2CC[C@H]1C[C@H](C2)OC(c3ccccc3)c4ccccc4,1201203,Not active
C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COP(=O)(O)O,1201207,Not active
Cc1ccccc1N2CCN(CCc3nnc4CCCCn34)CC2,1201216,Not active
CC(C)(C)NC[C@H](O)COc1cccc2C(=O)CCCc12,1201237,Not active
OC(=O)CCNC(=O)c1ccc(cc1)\N=N\c2ccc(O)c(c2)C(=O)O,1201346,Not active
CN(C)CC[C@@H](c1ccc(Cl)cc1)c2ccccn2,1201353,Not active
CC[C@@H](CO)NC(=O)[C@H]1CN(C)[C@@H]2Cc3c[nH]c4cccc(C2=C1)c34,1201356,Not active
Cl.CCOC(=O)CCc1ccc(OC[C@H](O)CNC(C)(C)Cc2ccc3ccccc3c2)c(c1)C#N,1204009,1.7
Cl.Cc1ncoc1c2nnc(SCCCN3CC4CC4(C3)c5cc(F)cc(c5)C(F)(F)F)n2C,1204409,1995.26
O=C(C1CCOC1)N2C[C@@H]3[C@H](CNc4nc(cs4)c5ccccn5)[C@@H]3C2,1209217,1995.26
Cc1ncoc1c2nnc(SCCCN3CC4CC4(C3)c5ccc(cc5)S(F)(F)(F)(F)F)n2C,1210552,398.11
Cc1ncoc1c2nnc(SCCCN3CC4CC4(C3)c5cccc(c5)S(F)(F)(F)(F)F)n2C,1210614,1000
Cc1c(cc(c2cccnc2)n1C)C(=O)NCCCN3CCN(CC3)c4cccc(Cl)c4Cl,1212957,6800
CCCn1c(C)c(cc1c2ccccc2)C(=O)N(C)CCCN3CCN(CC3)c4cccc(C)c4C,1214176,700
CN(CCCN1CCN(CC1)c2cccc(Cl)c2Cl)C(=O)c3cc(c4ccccc4)n(C)c3C,1214177,500
NC(=O)c1cnc(c2cnc3c(Nc4ccc(cn4)C(F)(F)F)ccnc3n2)c(c1)C(F)(F)F,1214402,5900
Cc1cccc(N2CCN(CCNC(=O)c3cc(n(C)c3C)C(C)(C)C)CC2)c1C,1214595,11800
Cl.Cc1c(cc(n1C)C(C)(C)C)C(=O)NCCN2CCN(CC2)c3cccc(Cl)c3Cl,1214597,6900
Cn1cc(Br)c(n1)C(=O)N2CCN(CC(=O)c3ccc(F)cc3)CC2,1214731,19000
Cn1cc(Cl)c(n1)C(=O)N2CCN(CC(=O)c3ccc(F)cc3)CC2,1214946,30000
Fc1ccc(cc1)[C@H]2CC(=NN2c3ccc(cc3)C#N)c4ccc5NC(=O)Oc5c4,1215691,29
CN(C)CCN(C)C(=O)c1ccc(cc1)C2=NN(C(C2)c3ccc(F)cc3)c4ccc(cc4)C#N,1215755,170
OC(=O)c1ccc(cc1)C2CC(=NN2c3ccc(cc3)C#N)c4ccc5NC(=O)Oc5c4,1215756,>30000
OC(=O)c1ccc(cc1)N2N=C(CC2c3ccc(F)cc3)c4ccc5NC(=O)Oc5c4,1215757,>30000
OC(=O)c1ccc(cc1)C2=NN(C(C2)c3ccc(F)cc3)c4ccc(cc4)C#N,1215758,>30000
CC[C@H](C)[C@@H](CO[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCS(=O)(=O)C)C(=O)OC(C)C)NC[C@@H](N)CS,1221512,Not active
CCS(=O)(=O)N1C[C@@H]([C@H](C1)C(=O)Nc2ccc(cc2F)N3C=CC=CC3=O)C(=O)Nc4ccc(Cl)cn4,1221852,>10000
FC(F)CN1C[C@@H]([C@H](C1)C(=O)Nc2ccc(cc2F)N3C=CC=CC3=O)C(=O)Nc4ccc(Cl)cn4,1221913,>10000
CC(C)N1C[C@@H]([C@H](C1)C(=O)Nc2ccc(cc2F)N3C=CC=CC3=O)C(=O)Nc4ccc(Cl)cn4,1221915,12000
COC(=O)N1C[C@@H]([C@H](C1)C(=O)Nc2ccc(cc2F)N3C=CC=CC3=O)C(=O)Nc4ccc(Cl)cn4,1221916,>10000
CC[C@@H](CC(=O)NCC1CCCCC1)n2c(N)nc3cc(Cl)ccc23,1222240,7500
CC(C)(C)c1nnc(s1)c2nn(c3ccc(Cl)cc3Cl)c(c2Cn4cncn4)c5ccc(Br)cc5,1223034,>10000
CC(C)(C)c1nnc(s1)c2nn(c3ccccc3Cl)c(c2Cn4cncn4)c5ccc(Br)cc5,1223259,10500
CC(C)c1ccc(cc1)S(=O)(=O)Cc2ccc(cc2)[C@]34CNC[C@H]3C4,1223598,1258.93
CN(c1ccc(cc1)[C@]23CNC[C@H]2C3)S(=O)(=O)c4ccccc4,1223599,>63095.73
CC(C)c1ccc(CS(=O)(=O)c2ccc(cc2)[C@]34CNC[C@H]3C4)cc1,1223600,3162.28
CCCCc1ccc(cc1)S(=O)(=O)Nc2ccc(cc2)[C@]34CNC[C@H]3C4,1223601,1995.26
CCC(C)(C)c1ccc(cc1)S(=O)(=O)Nc2ccc(cc2)[C@]34CNC[C@H]3C4,1223602,1258.93
CC(C)c1ccc(cc1)S(=O)(=O)Nc2ccc(cc2)C34CNCC3C4,1223657,1584.89
Cc1cc2N(C3CCN(CC3)C4CCOCC4)C(=O)Nc2cc1F,1223753,12589.25
Cc1ccc(CN2[C@@H]3CC[C@H]2C[C@H](C3)Oc4cccc(c4)C(=O)N)s1,1223815,260
CN(C)C(=O)N[C@@H]1CC[C@H](CCN2[C@@H]3CC[C@H]2C[C@H](C3)Oc4cccc(c4)C(=O)N)CC1,1223872,>33000
NC(=O)c1cccc(C[C@H]2C[C@H]3CC[C@@H](C2)N3Cc4ccccc4)c1,1223952,1500
NC(=O)c1cccc(c1)[S+]([O-])[C@H]2C[C@H]3CC[C@@H](C2)N3Cc4ccccc4,1223955,20000
NC(=O)c1ccnc(O[C@H]2C[C@H]3CC[C@@H](C2)N3Cc4ccccc4)c1,1224066,1000
NC(=O)c1cccc(O[C@H]2C[C@H]3CC[C@@H](C2)N3Cc4ccccc4)n1,1224069,1000
CCCC1(CCCN1)C(=O)c2ccc(N)c(Cl)c2,1224089,>10000
CC(C)OCC1(CCCN1)C(=O)c2ccc(N)c(Cl)c2,1224091,>10000
CCCC1(CCCN1)C(=O)c2ccc3[nH]ncc3c2,1224092,>10000
CC(C)CC1(CCCN1)C(=O)c2ccc3[nH]ncc3c2,1224093,>10000
CC(C)(C)CCC1(CCCN1)C(=O)c2ccc3[nH]ncc3c2,1224094,>10000
NC(=O)c1cncc(O[C@H]2C[C@H]3CC[C@@H](C2)N3Cc4ccccc4)n1,1224138,15000
NC(=O)c1cc(F)cc(O[C@H]2C[C@H]3CC[C@@H](C2)N3Cc4ccccc4)c1,1224139,680
Cc1cc(O[C@H]2C[C@H]3CC[C@@H](C2)N3Cc4ccccc4)cc(c1)C(=O)N,1224140,660
Cc1c(O[C@H]2C[C@H]3CC[C@@H](C2)N3Cc4ccccc4)cccc1C(=O)N,1224142,1100
COc1cc(\C=C\2/CCCN([C@@H](C)c3ccc(F)cc3)C2=O)ccc1n4cnc(C)c4,1224151,1200
CCCC1(CCCN1)C(=O)c2ccc3[nH]ccc3c2,1224164,>10000
CCCC1(CCCN1)C(=O)c2cc(F)c3[nH]ccc3c2,1224165,5900
NC(=O)c1ccccc1O[C@H]2C[C@H]3CC[C@@H](C2)N3Cc4ccccc4,1224213,340
NC(=O)c1ccc(O[C@H]2C[C@H]3CC[C@@H](C2)N3Cc4ccccc4)cc1,1224214,680
Cc1cc(ccc1O[C@H]2C[C@H]3CC[C@@H](C2)N3Cc4ccccc4)C(=O)N,1224215,1000
NC(=O)c1ccc(O[C@H]2C[C@H]3CC[C@@H](C2)N3Cc4ccccc4)c(F)c1,1224216,1400
NC(=O)c1ccc(O[C@H]2C[C@H]3CC[C@@H](C2)N3Cc4ccccc4)nc1,1224217,1300
Oc1cccc(O[C@H]2C[C@H]3CC[C@@H](C2)N3Cc4ccccc4)c1,1224288,1600
CC(C)c1ccc(cc1)S(=O)(=O)Nc2ccc(cc2)[C@]34CNC[C@H]3C4,1224638,1000
CC(C)c1ccc(cc1)S(=O)(=O)Nc2ccc(cc2)[C@@]34C[C@@H]3CN(C)C4,1224639,1584.89
CCN1C[C@H]2C[C@]2(C1)c3ccc(NS(=O)(=O)c4ccc(cc4)C(C)C)cc3,1224697,1258.93
CC(C)c1ccc(cc1)S(=O)(=O)Nc2ccc(cc2)[C@@]34C[C@@H]3CN(CC=C)C4,1224698,100
COc1cc(ccc1NS(=O)(=O)c2ccc(cc2)C(C)C)[C@]34CNC[C@H]3C4,1224699,1258.93
FC(F)(F)c1ccc(cc1)S(=O)(=O)Nc2ccc(cc2)[C@]34CNC[C@H]3C4,1224700,794.33
FC(F)(F)Oc1ccc(cc1)S(=O)(=O)Nc2ccc(cc2)[C@]34CNC[C@H]3C4,1224701,10000
Cc1nn(C)c(C)c1NS(=O)(=O)c2c(Cl)cc(cc2Cl)c3ccnc(c3)N4CCNCC4,1230468,28000
Cc1nc2cc(OC(F)(F)F)ccc2n1c3ccc(s3)C(=O)NC4CC4,1234899,2800
Cc1cccc(Nc2nc(N[C@@H]3CCCC[C@@H]3N)ncc2C(=O)N)c1,1235110,3162.28
COc1ccc2ncc(C#N)c(CCN3CCC(CC3)NCc4cc5SCOc5cn4)c2c1,1235773,500
CS(=O)(=O)c1ccc(cc1)[C@@H](O)[C@@H](CO)NC(=O)C(Cl)Cl,1236282,Not active
CSc1nn(c2ccccc2)c3cc(NC(=O)C4CCNCC4)ccc13,1236391,8130
CN1CCN(CC1)c2ccc(cc2)c3nc4ncc(Br)c(N5CCN(Cc6cc(C)on6)CC5)c4[nH]3,1236904,3000
COc1cccc(c1)C2(O)CCCCC2CN(C)C,1237044,Not active
CNC(=O)c1ncn2c1COc3c(CCN4CCN(CC4)c5cccc6nc(C)ccc56)cccc23,1241912,1584.89
Cc1ccc2c(cccc2n1)N3CCN(CCc4cccc5c4OCc6c(ncn56)C(=O)N)CC3,1241913,>10000
Cc1ccc2c(cccc2n1)N3CCN(CCc4cccc5c4OCc6c(ncn56)C(=O)N7CCOCC7)CC3,1242717,1000
O=C(Cc1ccccc1)NC2CCN(CCCN3C(=O)COc4ccccc34)CC2,1242923,20000
Cc1oc(CN2[C@@H]3CC[C@H]2C[C@@H](C3)Oc4cccc(c4)C(=O)N)cc1,1255595,2.8
CC(N)Cc1c[nH]c2ccc(OCc3cccs3)cc12,1255834,Not active
C\C=C\1/[C@@H]2CC3=C(C=CC(=O)N3)[C@]1(N)CC(=C2)C,1255901,Not active
NC(=N)NCCCCNC(=N)N.OS(=O)(=O)O,1256017,Not active
Cc1nc(C)c(s1)c2nnc(SCCCN3CCC4(CCc5ccc(F)cc45)C3)n2C,1257214,6309.57
Cc1ncoc1c2nnc(SCCCN3[C@@H]4CC[C@H]3C[C@H](C4)c5ccc(cc5)C(C)(C)C)n2C,1257215,1000
C[C@@H](N1[C@@H]2CC[C@H]1C[C@@H](C2)Oc3cccc(c3)C(=O)N)c4ccccc4,1257226,13
C[C@H](N1[C@@H]2CC[C@H]1C[C@@H](C2)Oc3cccc(c3)C(=O)N)c4ccccc4,1257227,1.8
Cc1ncoc1c2nnc(SCCCNC3CC4CC4(C3)c5ccccc5)n2C,1257335,7943.28
Cc1ncoc1c2nnc(SCCCN3[C@@H]4CC[C@H]3C[C@H](C4)c5ccc(cc5)C(F)(F)F)n2C,1257336,158.49
Cc1ncoc1c2nnc(SCCCN3[C@@H]4CC[C@H]3C[C@H](C4)c5cccc(c5)C(F)(F)F)n2C,1257337,501.19
C[C@@H](N1[C@@H]2CC[C@H]1C[C@@H](C2)Oc3cccc(c3)C(=O)N)c4ccc(C)s4,1257347,2.8
COc1cccc(c1)[C@@H](C)N2[C@@H]3CC[C@H]2C[C@@H](C3)Oc4cccc(c4)C(=O)N,1257348,4.6
Cc1ncoc1c2nnc(SCCCN3CCC4CC4(C3)c5ccccc5)n2C,1257447,6309.57
Cc1ncoc1c2nnc(SCCCN3[C@@H]4CC[C@H]3C[C@H](C4)c5ccc(cc5F)C(F)(F)F)n2C,1257448,501.19
C[C@@H](N1[C@@H]2CC[C@H]1C[C@@H](C2)Oc3cccc(c3)C(=O)N)c4ccc(C)nc4,1257458,3
C[C@@H](N1[C@@H]2CC[C@H]1C[C@@H](C2)Oc3cccc(c3)C(=O)N)c4ccnc(Cl)c4,1257459,13
Cc1ncoc1c2nnc(SCCCN3CCC4(CC4C3)c5ccccc5)n2C,1257565,5011.87
Cc1ncoc1c2nnc(SCCCN3CCC4CC4(C3)c5ccc(cc5)C(F)(F)F)n2C,1257566,1995.26
NC(=O)c1cccc(O[C@@H]2C[C@H]3CC[C@@H](C2)N3Cc4cccs4)c1,1257577,0.43
Cc1ccc(CN2[C@@H]3CC[C@H]2C[C@@H](C3)Oc4cccc(c4)C(=O)N)s1,1257578,0.26
C[C@@H](N1[C@@H]2CC[C@H]1C[C@@H](C2)Oc3cccc(c3)C(=O)N)c4ccc(Cl)nc4,1257579,3.3
Cc1ncoc1c2nnc(SCCCN3CCC4(CC4C3)c5ccc(cc5)C(F)(F)F)n2C,1257686,794.33
Cc1ncoc1c2nnc(SCCCN3CCC4CC4(C3)c5cccc(c5)C(F)(F)F)n2C,1257687,1995.26
NC(=O)c1cccc(O[C@@H]2C[C@H]3CC[C@@H](C2)N3CCc4ccccc4)c1,1257698,0.38
Cc1ncoc1c2nnc(SCCCN3CCC4(CC4C3)c5cccc(c5)C(F)(F)F)n2C,1257808,199.53
Cc1ncoc1c2nnc(SCCCN3CCC4CC4(CC3)c5ccc(cc5)C(F)(F)F)n2C,1257809,1584.89
NC(=O)c1cccc(O[C@@H]2C[C@H]3CC[C@@H](C2)N3CCCc4ccccc4)c1,1257820,0.25
Cc1ccc(CN2[C@@H]3CC[C@H]2C[C@@H](C3)Oc4cccc(c4)C(=O)N)cc1,1257821,0.14
Cc1oc(c(C)n1)c2nnc(SCCCN3CCC4CC4(CC3)c5ccc(cc5)C(F)(F)F)n2C,1257925,1258.93
Cc1nc(C)c(s1)c2nnc(SCCCN3CCC4CC4(CC3)c5ccc(cc5)C(F)(F)F)n2C,1257926,630.96
Cc1cccc(CN2[C@@H]3CC[C@H]2C[C@@H](C3)Oc4cccc(c4)C(=O)N)c1,1257937,0.52
Cc1ccccc1CN2[C@@H]3CC[C@H]2C[C@@H](C3)Oc4cccc(c4)C(=O)N,1257938,0.62
O=C(N[C@@H]1C2CCN(CC2)[C@H]1Cc3cccnc3)c4oc5ccccc5c4,1258006,54000
Cn1c(SCCCN2CCC3CC3(CC2)c4ccc(cc4)C(F)(F)F)nnc1c5ccnnc5,1258034,5011.87
Cc1ncoc1c2nnc(SCCCN[C@@H]3CC[C@@]4(CC34)c5ccc(cc5)C(F)(F)F)n2C,1258035,251.19
NC(=O)c1cccc(O[C@@H]2C[C@H]3CC[C@@H](C2)N3Cc4ccncc4)c1,1258047,1.5
NC(=O)c1cccc(O[C@@H]2C[C@H]3CC[C@@H](C2)N3Cc4cccnc4)c1,1258048,3.5
Cc1ncoc1c2nnc(SCCCN[C@H]3CC[C@@]4(CC34)c5ccc(cc5)C(F)(F)F)n2C,1258153,2511.89
NC(=O)c1cccc(O[C@@H]2C[C@H]3CC[C@@H](C2)N3Cc4ccccn4)c1,1258164,1.9
NC(=O)c1cccc(O[C@@H]2C[C@H]3CC[C@@H](C2)N3CC4CC4)c1,1258166,7.3
Cc1ncoc1c2nnc(SCCCN[C@@H]3CC[C@@]4(CC34)c5ccc(cc5F)C(F)(F)F)n2C,1258268,630.96
Cl.Cc1ncoc1c2nnc(SCCCN[C@@H]3CC4C[C@@]4(C3)c5ccc(cc5F)C(F)(F)F)n2C,1258269,1000
